gene_symbol,HealthyLungBiopsy_2,HealthyLungBiopsy_1,COVID19Lung_2,COVID19Lung_1
HSH2D,91,189,120,14
CIB3,0,0,0,0
FAM32A,1933,2711,3,0
AP1M1,1053,1285,7,4
KLF2,3047,627,23,1
EPS15L1,579,1095,14,4
CALR3,0,0,0,0
C19orf44,90,66,7,0
CHERP,578,1231,4,1
SLC35E1,407,1417,5,0
MED26,171,449,3,0
SMIM7,881,1256,14,0
TMEM38A,121,42,0,0
NWD1,4,15,0,0
SIN3B,1361,1375,1,0
F2RL3,996,840,0,0
CPAMD8,325,866,0,0
HAUS8,84,291,0,0
MYO9B,1033,5242,3,0
USE1,512,781,4,0
OCEL1,282,147,15,0
NR2F6,248,438,4,0
USHBP1,568,147,0,0
BABAM1,1411,1200,38,4
ANKLE1,4,17,0,0
ABHD8,149,180,0,0
MRPL34,818,569,6,0
DDA1,851,1253,33,4
ANO8,18,31,0,0
GTPBP3,107,92,0,0
PLVAP,3474,1652,10,7
BST2,4383,4489,51,19
MVB12A,526,196,8,0
TMEM221,13,5,0,0
NXNL1,0,3,0,0
SLC27A1,300,236,0,0
PGLS,760,457,19,0
FAM129C,11,4,0,0
UNC13A,42,72,11,0
MAP1S,192,758,4,0
FCHO1,32,89,0,0
B3GNT3,7,30,0,0
INSL3,6,12,0,0
JAK3,764,1403,135,26
RPL18A,20744,31046,372,24
SNORA68,57,54,2,0
SLC5A5,0,9,0,0
CCDC124,1412,2027,10,1
KCNN1,2,4,0,0
ARRDC2,4279,2263,0,0
IL12RB1,57,76,0,0
MAST3,306,328,0,0
PIK3R2,120,198,5,0
IFI30,9352,10603,1703,133
MPV17L2,237,459,14,1
RAB3A,44,18,0,0
PDE4C,320,169,0,0
LOC729966,4,6,0,0
JUND,4982,3588,1357,135
MIR3188,0,0,0,0
LSM4,1707,1271,5,1
PGPEP1,356,245,4,0
GDF15,91,1648,87,7
MIR3189,0,1,0,0
LRRC25,159,206,19,3
SSBP4,647,333,0,0
ISYNA1,1372,388,0,0
ELL,715,3290,21,2
FKBP8,2517,1733,31,6
KXD1,1792,2867,33,4
UBA52,14593,27527,836,102
CRLF1,354,41,5,0
TMEM59L,13,0,0,0
KLHL26,143,190,3,0
CRTC1,125,91,0,0
COMP,410,43,0,0
UPF1,1701,2946,19,8
GDF1,0,0,0,0
CERS1,6,6,0,0
COPE,2211,3495,19,6
DDX49,741,820,23,2
HOMER3,512,936,2,1
SUGP2,686,1205,0,1
ARMC6,490,428,0,0
SLC25A42,161,105,2,0
TMEM161A,307,342,2,0
MEF2B,0,0,0,0
RFXANK,500,457,0,0
NR2C2AP,176,717,1,0
NCAN,7,1,0,0
HAPLN4,9,2,0,0
TM6SF2,14,3,0,0
SUGP1,417,434,3,0
MAU2,650,1026,1,3
GATAD2A,1762,3955,88,2
TSSK6,0,0,0,0
NDUFA13,3818,5087,19,6
YJEFN3,85,89,0,0
CILP2,5,56,0,0
PBX4,57,268,0,0
LPAR2,78,307,10,2
GMIP,145,398,6,0
ATP13A1,603,820,12,3
ZNF101,36,187,0,0
ZNF14,116,318,1,0
LINC00663,11,7,0,0
ZNF506,139,537,16,0
ZNF253,45,119,6,0
ZNF93,22,49,0,0
ZNF682,53,59,5,0
ZNF90,25,22,0,0
ZNF486,29,45,0,0
ZNF826P,10,0,0,0
ZNF737,77,78,0,0
ZNF626,78,107,0,0
ZNF85,30,26,0,0
ZNF430,70,159,0,0
ZNF714,56,36,0,0
ZNF431,62,260,0,0
ZNF708,28,61,5,0
ZNF738,116,146,7,0
ZNF493,61,222,5,0
ZNF429,38,39,0,0
ZNF100,70,84,11,0
LOC641367,0,1,0,0
ZNF43,90,276,11,0
ZNF208,59,73,6,0
ZNF257,0,18,0,0
ZNF676,26,24,0,0
ZNF729,0,0,0,0
ZNF98,5,1,0,0
ZNF492,6,0,0,0
ZNF99,1,0,0,0
ZNF728,6,9,0,0
ZNF91,89,280,4,0
ZNF675,42,92,1,0
ZNF681,34,26,0,0
RPSAP58,37,245,2,0
ZNF726,2,4,0,0
ZNF254,114,301,4,0
HAVCR1P1,11,22,0,0
LINC00662,82,59,4,0
UQCRFS1,1633,2975,32,3
LOC284395,0,0,0,0
VSTM2B,0,0,0,0
POP4,602,734,51,1
PLEKHF1,162,234,0,0
C19orf12,507,679,11,2
CCNE1,43,125,0,0
URI1,996,1196,42,0
ZNF536,18,47,0,0
TSHZ3,290,399,2,0
THEG5,0,0,0,0
ZNF507,270,456,17,0
LOC400684,6,2,0,0
DPY19L3,292,591,0,3
PDCD5,1071,2586,25,6
ANKRD27,433,1050,3,0
RGS9BP,0,5,0,0
NUDT19,149,238,0,0
TDRD12,10,1,0,0
SLC7A9,22,5,0,0
CEP89,96,122,0,1
RHPN2,49,445,4,1
GPATCH1,120,160,0,0
WDR88,0,0,0,0
LRP3,117,78,0,0
SLC7A10,0,0,0,0
CEBPA,201,172,1,0
CEBPG,1293,2795,69,10
PEPD,1470,1126,25,0
CHST8,27,11,0,0
KCTD15,846,298,0,0
LSM14A,2023,4100,52,0
KIAA0355,933,1505,5,0
GPI,3994,8497,189,10
PDCD2L,103,279,15,0
UBA2,1281,4291,35,0
WTIP,126,65,0,0
SCGB1B2P,16,4,0,0
SCGB2B2,0,4,0,0
SCGB2B3P,0,0,0,0
ZNF302,331,703,6,0
ZNF181,179,371,0,0
ZNF599,52,79,0,0
ZNF30,67,60,0,0
ZNF792,199,141,2,0
GRAMD1A,1645,2380,100,9
SCN1B,367,111,6,3
HPN,109,69,0,0
FXYD3,739,1955,54,1
LGI4,1550,14,0,0
FXYD1,1707,218,12,0
FXYD7,8,18,0,0
FXYD5,3252,3635,151,21
FAM187B,4,0,0,0
LSR,315,710,25,0
USF2,940,568,37,4
HAMP,24,21,26,5
MAG,5,1,0,0
CD22,42,508,1,0
MIR5196,0,0,0,0
FFAR1,0,5,0,0
FFAR3,1,5,0,0
FFAR2,87,259,780,62
KRTDAP,0,9,0,0
DMKN,287,951,50,6
SBSN,8,133,0,0
GAPDHS,33,24,0,0
TMEM147,1119,2385,41,5
ATP4A,2,1,0,0
HAUS5,154,139,4,0
RBM42,892,966,14,6
ETV2,22,25,0,0
COX6B1,3456,3916,258,30
UPK1A,2,0,0,0
UPK1A-AS1,4,0,0,0
ZBTB32,8,131,0,0
IGFLR1,203,261,7,0
U2AF1L4,366,392,1,0
PSENEN,718,1461,175,33
LIN37,314,646,0,0
HSPB6,1854,206,1013,107
ARHGAP33,39,23,0,0
PRODH2,0,0,0,0
NPHS1,42,64,6,0
KIRREL2,11,79,0,0
APLP1,33,145,9,0
NFKBID,222,712,127,10
HCST,408,456,55,12
TYROBP,3446,3080,2305,192
LRFN3,25,24,0,8
SDHAF1,336,353,0,0
SYNE4,36,74,0,0
ALKBH6,262,238,0,0
CLIP3,434,128,19,1
THAP8,46,39,0,0
WDR62,31,26,0,0
OVOL3,0,0,0,0
POLR2I,683,915,28,1
TBCB,2146,1133,64,9
CAPNS1,10822,7226,247,35
COX7A1,1981,1164,15,2
ZNF565,57,136,3,0
ZNF146,1060,3747,30,5
LOC100134317,0,19,0,0
LINC00665,82,46,0,0
ZFP14,96,107,0,0
ZFP82,53,190,0,0
LOC644189,12,0,0,0
ZNF566,124,101,5,0
LOC728752,0,5,0,0
ZNF260,143,650,14,1
ZNF529,299,753,37,0
ZNF382,10,41,0,0
ZNF461,70,164,13,0
ZNF567,82,257,0,0
ZNF850,46,115,0,0
ZNF790-AS1,48,41,0,0
ZNF790,19,93,0,0
ZNF345,107,113,0,0
ZNF829,37,62,3,0
ZNF568,149,188,0,0
ZNF420,119,158,0,0
ZNF585A,145,155,9,0
ZNF585B,243,391,0,0
ZNF383,94,144,0,0
LOC284412,12,25,0,0
HKR1,725,1883,33,5
ZNF527,87,81,0,0
ZNF569,49,102,0,0
ZNF570,27,47,0,0
ZNF793,57,28,6,0
ZNF540,61,163,0,0
ZNF571,46,65,0,0
ZFP30,50,28,0,0
ZNF781,50,34,0,0
ZNF607,49,112,0,0
ZNF573,7,20,0,0
LOC644554,15,1,0,0
LOC100631378,0,1,0,0
WDR87,6,2,0,0
SIPA1L3,152,273,0,0
DPF1,4,15,0,0
PPP1R14A,3290,248,5,0
SPINT2,970,3484,19,3
YIF1B,427,279,4,0
C19orf33,0,0,0,0
KCNK6,102,188,1,0
CATSPERG,30,76,0,0
PSMD8,2813,8662,50,2
GGN,9,24,0,0
SPRED3,32,131,4,0
FAM98C,255,82,3,1
RASGRP4,156,88,25,0
RYR1,45,29,0,2
MAP4K1,77,251,3,0
EIF3K,5145,5955,58,8
ACTN4,8644,6376,94,3
CAPN12,33,99,0,0
LGALS7,0,2,0,0
LGALS7B,3,13,0,0
LGALS4,12,57,4,0
ECH1,2450,1874,59,0
HNRNPL,3438,5217,162,8
RINL,6,37,0,0
SIRT2,1071,1061,26,3
NFKBIB,669,1870,48,2
SARS2,223,117,0,0
MRPS12,722,1402,1,5
FBXO17,262,117,12,0
FBXO27,39,25,1,0
PAK4,648,284,13,0
NCCRP1,5,18,0,0
SYCN,0,0,0,0
IFNL3,0,2,0,0
IFNL4,0,0,0,0
IFNL2,0,0,0,0
IFNL1,0,2,9,0
LRFN1,16,24,20,0
GMFG,1982,1627,482,32
SAMD4B,649,1485,13,0
PAF1,1431,3176,25,6
MED29,944,820,16,1
ZFP36,40372,49540,1382,112
MIR4530,5,4,0,0
PLEKHG2,1578,1869,26,0
RPS16,25859,51477,649,52
SUPT5H,2850,3945,75,4
TIMM50,768,1792,28,2
DLL3,0,2,0,0
EID2B,63,44,7,0
EID2,471,509,4,3
LGALS13,0,1,0,0
LOC100129935,3,0,0,0
LGALS16,0,0,0,0
LGALS17A,1,33,16,0
LGALS14,0,6,0,0
CLC,15,17,72,2
LEUTX,0,1,0,0
DYRK1B,64,95,6,0
FBL,3967,6109,71,1
FCGBP,37,33,1,0
PSMC4,1674,5699,214,12
ZNF546,32,50,0,0
ZNF780B,133,172,0,0
ZNF780A,129,321,16,2
MAP3K10,19,44,2,0
TTC9B,0,1,0,0
CNTD2,17,20,0,0
AKT2,1368,1199,9,0
MIR641,0,0,0,0
C19orf47,217,149,4,0
PLD3,2070,1964,67,9
HIPK4,4,22,0,0
PRX,2172,172,1,0
SERTAD1,4449,6886,25,1
SERTAD3,918,2637,6,0
BLVRB,1296,1780,24,1
SPTBN4,18,14,0,0
SHKBP1,944,938,62,13
LTBP4,1474,1489,46,3
NUMBL,345,251,10,0
ITPKC,9368,6279,12,0
C19orf54,112,168,0,2
SNRPA,927,2326,36,6
MIA,0,0,0,0
MIA-RAB4B,0,0,0,0
RAB4B,0,0,0,0
RAB4B-EGLN2,0,0,0,0
EGLN2,0,1,0,0
CYP2A6,4,17,1,0
CYP2A7,0,3,0,0
CYP2G1P,6,7,0,0
CYP2B6,1,10,1,0
CYP2A13,0,0,0,0
CYP2F1,13,2,0,0
CYP2S1,70,122,13,1
AXL,2132,7138,72,3
HNRNPUL1,3224,3253,309,27
CCDC97,388,517,7,1
TGFB1,517,962,48,5
B9D2,109,178,5,0
TMEM91,483,271,4,2
EXOSC5,186,361,0,2
BCKDHA,702,877,6,1
B3GNT8,90,151,0,0
CEACAM21,67,84,0,0
CEACAM4,35,3,2,0
CEACAM7,0,5,0,0
CEACAM5,43,87,5,1
CEACAM6,822,1977,364,12
CEACAM3,40,27,55,12
LYPD4,3,0,0,0
DMRTC2,0,1,0,0
RPS19,22774,37592,255,49
CD79A,119,98,6,1
ARHGEF1,1141,1382,7,0
RABAC1,3179,3006,18,4
ATP1A3,9,13,2,0
GRIK5,9,11,0,0
ZNF574,209,758,2,2
POU2F2,142,275,17,0
LOC100505622,0,13,0,0
MIR4323,0,0,0,0
DEDD2,615,2081,26,0
ZNF526,103,278,0,0
GSK3A,788,1331,138,11
ERF,413,635,22,2
CIC,328,489,33,3
PAFAH1B3,189,73,0,0
PRR19,10,8,0,0
TMEM145,108,5,0,0
MEGF8,372,227,2,0
CNFN,18,4,0,0
LIPE,96,88,0,0
CXCL17,234,2271,479,40
CEACAM1,101,1686,715,63
CEACAM8,4,9,9,0
PSG3,0,15,0,0
PSG8,0,3,0,0
PSG10P,0,4,0,0
PSG1,0,33,0,0
PSG6,1,3,0,0
PSG7,0,3,0,0
PSG11,0,0,0,0
PSG2,0,1,0,0
PSG5,0,3,0,0
PSG4,0,6,0,0
LOC284344,0,1,0,0
PSG9,0,1,0,0
PRG1,1,0,0,0
CD177,43,58,3,2
TEX101,1,0,0,0
LYPD3,58,77,0,0
PHLDB3,105,153,0,0
ETHE1,779,1399,21,1
ZNF575,25,8,0,0
XRCC1,371,607,7,0
PINLYP,98,313,7,0
IRGQ,530,2270,4,1
ZNF576,200,281,0,0
ZNF428,299,60,0,0
SRRM5,7,15,0,0
CADM4,124,182,12,3
PLAUR,2127,24906,985,94
IRGC,0,1,0,0
SMG9,450,1692,13,0
KCNN4,133,730,9,0
LYPD5,77,803,4,0
ZNF283,54,128,0,0
ZNF404,20,46,0,0
LOC100505715,26,8,0,0
ZNF45,213,333,0,0
ZNF221,3,16,0,0
ZNF155,218,450,0,0
ZNF230,76,228,0,0
ZNF222,115,488,2,0
ZNF223,107,132,0,0
ZNF284,8,21,0,0
ZNF224,14,42,0,0
LOC100379224,4,15,0,0
ZNF225,46,96,0,0
ZNF234,71,292,0,0
ZNF226,330,513,17,3
ZNF227,234,693,19,0
ZNF233,27,45,0,0
ZNF235,75,107,0,0
ZNF285,27,25,0,0
ZNF229,34,60,0,0
ZNF180,91,123,0,0
CEACAM20,0,6,0,0
CEACAM22P,20,9,0,0
IGSF23,3,12,0,0
PVR,1822,10688,12,4
MIR4531,0,3,0,0
CEACAM19,289,1030,9,0
CEACAM16,15,13,0,0
BCL3,2995,3645,765,92
CBLC,11,106,0,0
BCAM,1187,368,10,0
TOMM40,730,1333,14,1
APOE,2426,2523,139,9
APOC1,2845,2676,150,13
APOC1P1,11,10,4,0
APOC4-APOC2,0,0,0,0
APOC4,0,0,0,0
APOC2,0,0,0,0
CLPTM1,1159,1879,38,6
RELB,1129,3243,16,8
CLASRP,365,767,5,3
ZNF296,12,88,3,0
GEMIN7,306,582,5,0
PPP1R37,127,207,4,0
NKPD1,0,0,0,0
TRAPPC6A,645,150,4,0
BLOC1S3,209,300,16,0
EXOC3L2,88,25,0,0
MARK4,181,476,1,0
CKM,7,10,0,0
KLC3,4,59,0,0
ERCC2,251,197,5,1
PPP1R13L,152,1136,6,0
CD3EAP,50,162,3,0
ERCC1,1130,4530,7,0
FOSB,12260,31253,6,3
RTN2,178,123,0,0
PPM1N,35,20,0,0
VASP,2437,4077,486,31
OPA3,262,506,4,0
GPR4,1620,6262,77,8
EML2,606,499,9,0
MIR330,0,0,0,0
GIPR,6,26,0,0
MIR642A,0,0,0,0
MIR642B,0,0,0,0
SNRPD2,2764,6079,58,4
QPCTL,2,23,4,0
FBXO46,216,306,10,0
SIX5,86,88,9,0
DMPK,956,349,5,0
DMWD,260,173,10,0
RSPH6A,4,1,0,0
SYMPK,927,1352,7,0
FOXA3,0,67,0,0
IRF2BP1,95,73,11,0
MYPOP,58,69,0,0
NANOS2,0,0,0,0
NOVA2,79,67,0,1
CCDC61,103,121,0,0
MIR769,0,0,0,0
PGLYRP1,123,8,111,12
IGFL4,0,1,0,0
IGFL3,0,0,0,0
IGFL2,0,2,0,0
IGFL1,0,2,0,0
HIF3A,2235,254,0,0
PPP5C,985,841,9,0
CCDC8,86,59,0,0
PPP5D1,13,6,0,0
CALM3,5006,2935,129,14
PTGIR,459,783,13,0
GNG8,4,14,0,0
DACT3,155,79,0,0
DACT3-AS1,16,6,0,0
PRKD2,1324,2591,71,5
MIR320E,6,0,0,0
STRN4,730,1533,192,36
FKRP,258,369,3,0
SLC1A5,1717,3609,46,5
SNAR-E,10,0,0,0
AP2S1,2336,2660,50,0
ARHGAP35,767,933,12,0
NPAS1,0,7,0,0
TMEM160,717,300,0,0
ZC3H4,304,521,0,1
SAE1,1375,3000,10,0
BBC3,64,341,0,0
MIR3190,0,0,0,0
MIR3191,0,0,0,0
CCDC9,338,556,0,0
C5AR1,847,848,170,18
C5AR2,5,6,0,0
DHX34,244,646,7,0
MEIS3,140,73,0,0
SLC8A2,8,36,0,0
KPTN,118,121,0,0
NAPA-AS1,20,18,0,0
NAPA,2650,2785,344,33
ZNF541,7,3,0,0
EHD2,3721,2808,34,4
SNORD23,12,15,0,0
TPRX1,0,0,0,0
CRX,20,2,0,0
SULT2A1,0,0,0,0
SNAR-A12,0,0,0,0
SNAR-A13,0,0,0,0
SNAR-C1,0,0,0,0
SNAR-C5,0,0,0,0
SNAR-C2,0,0,0,0
SNAR-A1,0,0,0,0
SNAR-A2,0,0,0,0
SNAR-A14,0,0,0,0
SNAR-A10,0,0,0,0
SNAR-A11,0,0,0,0
SNAR-A4,0,0,0,0
SNAR-A5,0,0,0,0
SNAR-A9,0,0,0,0
SNAR-A3,0,0,0,0
SNAR-A7,0,0,0,0
SNAR-A6,0,0,0,0
SNAR-A8,0,0,0,0
SNAR-C4,0,0,0,0
SNAR-C3,0,0,0,0
BSPH1,1,0,0,0
ELSPBP1,0,0,0,0
CABP5,1,0,0,0
PLA2G4C,381,1444,8,0
LIG1,171,210,3,1
CARD8,727,1105,66,0
ZNF114,1,6,0,0
CCDC114,7,65,12,1
EMP3,2867,8448,324,41
TMEM143,94,54,0,1
SYNGR4,0,0,0,0
KDELR1,2002,2526,146,17
GRIN2D,5,9,0,2
GRWD1,969,1506,8,0
KCNJ14,73,59,0,0
CYTH2,1701,2681,20,0
LMTK3,1,4,0,0
SULT2B1,87,214,0,0
FAM83E,39,22,1,0
SPACA4,0,17,0,0
RPL18,22147,36095,216,19
SPHK2,108,113,0,0
DBP,51,184,0,0
CA11,291,74,0,0
SEC1P,2,3,0,0
NTN5,33,6,0,1
FUT2,25,11,0,0
MAMSTR,51,9,1,0
RASIP1,3218,1389,8,0
IZUMO1,32,37,0,0
FUT1,955,581,0,0
FGF21,0,2,0,0
BCAT2,606,549,1,0
HSD17B14,340,256,14,0
PLEKHA4,708,882,0,1
PPP1R15A,9763,56883,304,28
TULP2,20,38,0,0
NUCB1,5474,4067,158,30
DHDH,63,71,0,0
BAX,1287,1712,21,3
FTL,223063,226768,10543,1057
GYS1,432,1766,8,2
RUVBL2,968,1889,8,2
LHB,0,2,0,0
LOC101059948,0,0,0,0
SNAR-G2,0,0,0,0
CGB2,0,0,0,0
CGB1,0,0,0,0
SNAR-G1,0,1,0,0
CGB5,0,1,0,0
CGB8,0,0,0,0
CGB7,1,2,0,0
NTF4,16,5,0,0
KCNA7,1,2,0,0
SNRNP70,3479,2435,26,0
LIN7B,79,69,0,0
C19orf73,10,11,0,0
PPFIA3,283,107,0,0
HRC,322,6,0,0
TRPM4,528,446,0,1
SLC6A16,245,270,2,0
MIR4324,0,0,0,0
CD37,948,712,729,59
TEAD2,1914,1659,22,2
DKKL1,0,5,0,0
CCDC155,0,4,0,0
PTH2,0,0,0,0
SLC17A7,42,16,0,0
PIH1D1,1117,1627,7,0
ALDH16A1,216,95,4,1
FLT3LG,214,345,3,0
RPL13A,4623,5282,71,3
RPL13AP5,0,0,0,0
SNORD32A,54,70,0,0
SNORD33,8,29,0,1
SNORD34,9,9,0,0
SNORD35A,115,103,0,0
RPS11,35302,45860,1290,175
SNORD35B,86,78,0,0
MIR150,0,0,0,0
FCGRT,4416,2168,79,17
RCN3,349,1286,15,2
NOSIP,1560,2100,8,3
PRRG2,51,39,0,0
PRR12,99,78,1,4
RRAS,3350,2531,55,3
SCAF1,198,397,2,0
IRF3,1314,1345,31,4
BCL2L12,150,282,10,1
PRMT1,3532,10371,16,2
MIR5088,0,0,0,0
ADM5,920,155,0,0
CPT1C,150,19,0,0
TSKS,3,3,0,0
AP2A1,584,970,9,2
FUZ,163,68,0,0
MED25,87,149,7,2
PTOV1-AS1,133,193,9,0
PTOV1,1052,1129,17,0
MIR4749,0,0,0,0
PNKP,464,404,8,0
AKT1S1,496,900,24,0
TBC1D17,287,405,0,0
MIR4750,0,1,0,0
IL4I1,40,1080,10,4
NUP62,585,2031,26,0
ATF5,417,595,15,0
MIR4751,0,0,0,0
SIGLEC11,35,2,0,0
SIGLEC16,13,4,0,0
VRK3,491,992,11,0
ZNF473,265,745,0,2
SNAR-B2,0,0,0,0
SNAR-B1,0,0,0,0
SNAR-D,0,0,0,0
IZUMO2,0,0,0,0
MYH14,400,785,22,1
KCNC3,0,0,0,0
NAPSB,172,222,0,0
NAPSA,2593,9716,37,10
NR1H2,2183,1744,11,1
POLD1,211,291,0,0
SPIB,3,49,3,0
MYBPC2,10,40,0,0
FAM71E1,12,14,0,0
EMC10,786,503,11,0
JOSD2,467,261,2,0
ASPDH,0,4,0,0
LRRC4B,47,14,0,0
SNAR-F,0,0,0,0
SYT3,1,4,0,0
C19orf81,9,29,0,0
SHANK1,6,1,0,0
CLEC11A,277,63,8,0
GPR32,0,0,0,0
C19orf48,835,756,0,0
SNORD88B,0,5,0,0
SNORD88A,0,0,0,0
SNORD88C,0,0,0,0
KLK1,0,13,0,0
KLK15,0,0,0,0
KLK3,0,0,0,0
KLK2,0,0,0,0
KLKP1,0,0,0,0
KLK4,0,0,0,0
KLK5,4,0,0,0
KLK6,0,0,0,0
KLK7,74,7,0,0
KLK8,2,0,0,0
KLK9,0,3,0,0
KLK10,89,271,129,10
KLK11,33,564,20,0
KLK12,0,0,0,0
KLK13,0,4,0,0
KLK14,0,6,0,0
CTU1,18,50,2,0
SIGLEC9,57,140,12,0
SIGLEC7,23,119,27,3
SIGLEC17P,101,86,1,0
CD33,138,154,10,3
SIGLECL1,0,1,0,0
IGLON5,30,16,0,0
VSIG10L,49,38,46,0
ETFB,1860,478,8,3
CLDND2,47,14,0,0
NKG7,328,1627,70,6
LIM2,0,8,0,0
SIGLEC10,22,53,0,0
LOC100129083,0,0,0,0
SIGLEC8,24,59,3,0
CEACAM18,0,0,0,0
SIGLEC12,48,13,10,0
SIGLEC6,8,26,11,0
ZNF175,95,397,6,0
SIGLEC5,59,43,46,0
SIGLEC14,0,250,303,33
MIR99B,0,0,0,0
MIRLET7E,0,0,0,0
MIR125A,0,0,0,0
HAS1,625,149,6,0
FPR1,1134,385,996,63
FPR2,269,115,26,11
FPR3,103,339,13,0
ZNF577,231,158,0,0
ZNF649,122,619,3,0
ZNF613,98,193,2,0
ZNF350,225,352,9,0
ZNF615,154,301,2,0
ZNF614,161,396,1,0
ZNF432,66,156,0,0
ZNF841,139,886,0,0
ZNF616,55,179,0,0
ZNF836,59,138,0,0
PPP2R1A,4429,7107,162,11
ZNF766,250,348,0,0
MIR643,0,0,0,0
ZNF480,194,805,2,0
ZNF610,36,111,10,0
ZNF880,119,206,0,0
ZNF528,161,263,0,0
ZNF534,0,1,0,0
ZNF578,70,107,0,0
ZNF808,27,67,0,0
ZNF701,96,208,0,0
ZNF137P,58,87,0,0
ZNF83,905,1438,7,0
ZNF611,87,223,6,0
ZNF600,75,589,0,0
ZNF28,82,436,11,0
ZNF468,129,410,0,0
ZNF320,243,223,0,0
ZNF816-ZNF321P,0,0,0,0
ZNF321P,0,0,0,0
ZNF816,42,81,11,0
ZNF702P,22,86,0,0
ERVV-1,4,6,0,0
ERVV-2,0,0,0,0
ZNF160,479,1257,0,0
ZNF415,113,139,0,0
ZNF347,132,193,0,0
ZNF665,7,6,0,0
ZNF818P,40,41,0,0
ZNF677,26,87,6,0
VN1R2,0,1,0,0
VN1R4,0,0,0,0
FAM90A27P,0,0,0,0
BIRC8,0,0,0,0
ZNF845,55,228,1,0
ZNF525,81,303,0,0
ZNF765,40,161,0,0
ZNF761,157,693,0,0
TPM3P9,84,163,1,0
ZNF813,33,17,0,0
ZNF331,1364,2400,14,0
LOC284379,0,0,0,0
DPRX,5,1,0,0
MIR512-2,0,0,0,0
MIR512-1,0,0,0,0
MIR1323,0,0,0,0
MIR498,0,0,0,0
MIR520E,0,0,0,0
MIR515-1,0,0,0,0
MIR515-2,0,0,0,0
MIR519E,0,0,0,0
MIR520F,0,0,0,0
MIR519C,0,0,0,0
MIR1283-1,0,0,0,0
MIR520A,0,0,0,0
MIR526B,0,0,0,0
MIR519B,0,0,0,0
MIR525,0,0,0,0
MIR523,0,0,0,0
MIR518F,0,0,0,0
MIR520B,0,0,0,0
MIR518B,0,0,0,0
MIR526A1,0,0,0,0
MIR520C,0,0,0,0
MIR518C,0,0,0,0
MIR524,0,0,0,0
MIR517A,0,0,0,0
MIR519D,0,0,0,0
MIR521-2,0,0,0,0
MIR520D,0,0,0,0
MIR517B,0,0,0,0
MIR520G,0,0,0,0
MIR516B2,0,0,0,0
MIR526A2,0,0,0,0
MIR518E,0,0,0,0
MIR518A1,0,0,0,0
MIR518D,0,0,0,0
MIR516B1,0,0,0,0
MIR518A2,0,0,0,0
MIR517C,0,0,0,0
MIR520H,0,0,0,0
MIR521-1,0,0,0,0
MIR522,0,0,0,0
MIR519A1,0,0,0,0
MIR527,0,0,0,0
MIR516A1,0,0,0,0
MIR1283-2,0,0,0,0
MIR516A2,0,0,0,0
MIR519A2,0,0,0,0
MIR371A,0,0,0,0
MIR371B,0,0,0,0
MIR372,0,0,0,0
MIR373,3,0,0,0
NLRP12,50,9,11,0
MYADM,3529,3407,501,28
PRKCG,1,29,0,0
CACNG7,4,2,2,0
CACNG8,18,2,0,0
MIR935,0,0,0,0
CACNG6,5,8,6,0
VSTM1,28,1,0,0
TARM1,0,1,0,0
OSCAR,128,271,6,0
NDUFA3,1263,1631,49,8
TFPT,544,583,14,0
PRPF31,1672,1529,13,0
CNOT3,275,564,9,0
LENG1,266,447,0,0
TMC4,95,273,0,0
MBOAT7,618,1035,50,2
TSEN34,879,782,78,2
RPS9,28617,24660,210,27
LILRB3,193,471,82,13
LILRA6,96,302,511,27
LILRB5,98,63,17,1
LILRB2,180,403,136,7
MIR4752,0,0,0,0
LILRA3,30,798,22,0
LILRA5,422,185,295,20
LILRA4,8,9,0,0
LAIR1,452,1128,31,4
TTYH1,8,0,0,0
LENG8,2705,2367,17,2
LENG9,48,28,0,0
CDC42EP5,223,202,10,0
LAIR2,0,113,0,0
KIR3DX1,1,8,0,0
LILRA2,85,128,15,0
LILRA1,57,59,36,1
LILRB1,28,361,21,1
LILRB4,137,868,45,2
LILRP2,0,0,0,2
KIR3DL3,0,0,0,0
KIR2DL3,4,20,0,0
KIR2DL1,0,14,0,0
KIR2DL4,0,0,0,0
KIR3DL1,11,10,0,0
KIR2DS4,0,0,0,0
KIR3DL2,0,22,0,0
FCAR,121,159,44,2
NCR1,0,14,0,0
NLRP7,6,6,0,0
NLRP2,24,103,1,2
GP6,5,14,0,0
RDH13,144,198,0,0
EPS8L1,139,161,0,0
PPP1R12C,1608,1064,10,0
TNNT1,40,20,2,0
TNNI3,2,5,0,0
DNAAF3,12,27,16,0
SYT5,1,0,0,0
PTPRH,21,3,0,0
TMEM86B,59,94,0,0
PPP6R1,610,1059,10,0
HSPBP1,650,601,5,4
BRSK1,23,29,0,0
TMEM150B,5,53,0,0
COX6B2,2,5,0,0
FAM71E2,0,2,0,0
IL11,120,547,30,1
TMEM190,10,11,0,0
TMEM238,24,23,0,0
RPL28,18057,35496,635,86
UBE2S,860,935,18,0
SHISA7,0,0,0,0
ISOC2,746,700,0,1
ZNF628,41,37,0,0
NAT14,94,33,8,0
SSC5D,173,58,0,0
SBK2,0,0,0,0
ZNF579,85,100,4,0
FIZ1,151,254,13,5
ZNF524,180,145,6,0
ZNF865,126,97,3,1
ZNF784,121,91,0,0
ZNF580,399,353,7,2
ZNF581,216,310,9,0
CCDC106,77,40,0,0
U2AF2,2055,4057,215,17
EPN1,390,542,50,3
NLRP9,19,4,0,0
